pred1,pred2,p_val,code,type,q_val,gene
Eigen (0.083),MPC (0.136),0.926,30870,PCC,1,apoa5
FATHMM (0.063),MPC (0.136),0.87,30870,PCC,1,apoa5
GenoCanyon (-0.158),MPC (0.136),0.405,30870,PCC,0.997966101694915,apoa5
LRT (0.112),MPC (0.136),0.702,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),MPC (0.136),0.825,30870,PCC,1,apoa5
MPC (0.136),MPC (0.136),1,30870,PCC,1,apoa5
MVP (0.048),MPC (0.136),0.971,30870,PCC,1,apoa5
MetaLR (0.070),MPC (0.136),0.931,30870,PCC,1,apoa5
MetaSVM (0.097),MPC (0.136),0.82,30870,PCC,1,apoa5
MutPred (0.031),MPC (0.136),0.97,30870,PCC,1,apoa5
MutationTaster (0.026),MPC (0.136),0.926,30870,PCC,1,apoa5
PROVEAN (0.001),MPC (0.136),0.96,30870,PCC,1,apoa5
PolyPhen-2 (0.114),MPC (0.136),0.684,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),MPC (0.136),0.785,30870,PCC,1,apoa5
REVEL (0.070),MPC (0.136),0.962,30870,PCC,1,apoa5
SIFT (0.056),MPC (0.136),0.935,30870,PCC,1,apoa5
SiPhy (0.049),MPC (0.136),0.948,30870,PCC,1,apoa5
VARITY (0.047),MPC (0.136),0.958,30870,PCC,1,apoa5
CADD (0.105),MVP (0.048),0.069,30870,PCC,0.997966101694915,apoa5
DANN (0.115),MVP (0.048),0.045,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),MVP (0.048),0.17,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),MVP (0.048),0.368,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),MVP (0.048),0.137,30870,PCC,0.997966101694915,apoa5
LRT (0.112),MVP (0.048),0.105,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),MVP (0.048),0.254,30870,PCC,0.997966101694915,apoa5
MPC (0.136),MVP (0.048),0.029,30870,PCC,0.997966101694915,apoa5
MVP (0.048),MVP (0.048),1,30870,PCC,1,apoa5
MetaLR (0.070),MVP (0.048),0.302,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),MVP (0.048),0.133,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),MVP (0.048),0.564,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),MVP (0.048),0.587,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),MVP (0.048),0.705,30870,PCC,0.997966101694915,apoa5
PolyPhen-2 (0.114),MVP (0.048),0.14,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),MVP (0.048),0.142,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),MVP (0.048),0.32,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),MVP (0.048),0.439,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),MVP (0.048),0.499,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),MVP (0.048),0.517,30870,PCC,0.997966101694915,apoa5
CADD (0.105),MetaLR (0.070),0.144,30870,PCC,0.997966101694915,apoa5
DANN (0.115),MetaLR (0.070),0.136,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),MetaLR (0.070),0.35,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),MetaLR (0.070),0.503,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),MetaLR (0.070),0.185,30870,PCC,0.997966101694915,apoa5
LRT (0.112),MetaLR (0.070),0.156,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),MetaLR (0.070),0.35,30870,PCC,0.997966101694915,apoa5
MPC (0.136),MetaLR (0.070),0.069,30870,PCC,0.997966101694915,apoa5
MVP (0.048),MetaLR (0.070),0.698,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),MetaLR (0.070),1,30870,PCC,1,apoa5
MetaSVM (0.097),MetaLR (0.070),0.109,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),MetaLR (0.070),0.713,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),MetaLR (0.070),0.7,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),MetaLR (0.070),0.803,30870,PCC,1,apoa5
PolyPhen-2 (0.114),MetaLR (0.070),0.178,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),MetaLR (0.070),0.221,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),MetaLR (0.070),0.523,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),MetaLR (0.070),0.616,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),MetaLR (0.070),0.633,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),MetaLR (0.070),0.681,30870,PCC,0.997966101694915,apoa5
CADD (0.105),MetaSVM (0.097),0.407,30870,PCC,0.997966101694915,apoa5
DANN (0.115),MetaSVM (0.097),0.343,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),MetaSVM (0.097),0.674,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),MetaSVM (0.097),0.693,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),MetaSVM (0.097),0.266,30870,PCC,0.997966101694915,apoa5
LRT (0.112),MetaSVM (0.097),0.37,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),MetaSVM (0.097),0.595,30870,PCC,0.997966101694915,apoa5
MPC (0.136),MetaSVM (0.097),0.18,30870,PCC,0.997966101694915,apoa5
MVP (0.048),MetaSVM (0.097),0.867,30870,PCC,1,apoa5
MetaLR (0.070),MetaSVM (0.097),0.891,30870,PCC,1,apoa5
MetaSVM (0.097),MetaSVM (0.097),1,30870,PCC,1,apoa5
MutPred (0.031),MetaSVM (0.097),0.884,30870,PCC,1,apoa5
MutationTaster (0.026),MetaSVM (0.097),0.816,30870,PCC,1,apoa5
PROVEAN (0.001),MetaSVM (0.097),0.896,30870,PCC,1,apoa5
PolyPhen-2 (0.114),MetaSVM (0.097),0.366,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),MetaSVM (0.097),0.41,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),MetaSVM (0.097),0.803,30870,PCC,1,apoa5
SIFT (0.056),MetaSVM (0.097),0.811,30870,PCC,1,apoa5
SiPhy (0.049),MetaSVM (0.097),0.847,30870,PCC,1,apoa5
VARITY (0.047),MetaSVM (0.097),0.872,30870,PCC,1,apoa5
CADD (0.105),MutPred (0.031),0.099,30870,PCC,0.997966101694915,apoa5
DANN (0.115),MutPred (0.031),0.081,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),MutPred (0.031),0.188,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),MutPred (0.031),0.336,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),MutPred (0.031),0.117,30870,PCC,0.997966101694915,apoa5
LRT (0.112),MutPred (0.031),0.099,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),MutPred (0.031),0.19,30870,PCC,0.997966101694915,apoa5
MPC (0.136),MutPred (0.031),0.03,30870,PCC,0.997966101694915,apoa5
MVP (0.048),MutPred (0.031),0.436,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),MutPred (0.031),0.287,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),MutPred (0.031),0.116,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),MutPred (0.031),1,30870,PCC,1,apoa5
MutationTaster (0.026),MutPred (0.031),0.519,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),MutPred (0.031),0.625,30870,PCC,0.997966101694915,apoa5
PolyPhen-2 (0.114),MutPred (0.031),0.094,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),MutPred (0.031),0.085,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),MutPred (0.031),0.248,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),MutPred (0.031),0.391,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),MutPred (0.031),0.433,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),MutPred (0.031),0.454,30870,PCC,0.997966101694915,apoa5
CADD (0.105),MutationTaster (0.026),0.144,30870,PCC,0.997966101694915,apoa5
DANN (0.115),MutationTaster (0.026),0.111,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),MutationTaster (0.026),0.227,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),MutationTaster (0.026),0.347,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),MutationTaster (0.026),0.1,30870,PCC,0.997966101694915,apoa5
LRT (0.112),MutationTaster (0.026),0.119,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),MutationTaster (0.026),0.232,30870,PCC,0.997966101694915,apoa5
MPC (0.136),MutationTaster (0.026),0.074,30870,PCC,0.997966101694915,apoa5
MVP (0.048),MutationTaster (0.026),0.413,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),MutationTaster (0.026),0.3,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),MutationTaster (0.026),0.184,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),MutationTaster (0.026),0.481,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),MutationTaster (0.026),1,30870,PCC,1,apoa5
PROVEAN (0.001),MutationTaster (0.026),0.603,30870,PCC,0.997966101694915,apoa5
PolyPhen-2 (0.114),MutationTaster (0.026),0.136,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),MutationTaster (0.026),0.145,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),MutationTaster (0.026),0.307,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),MutationTaster (0.026),0.377,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),MutationTaster (0.026),0.39,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),MutationTaster (0.026),0.432,30870,PCC,0.997966101694915,apoa5
CADD (0.105),PROVEAN (0.001),0.097,30870,PCC,0.997966101694915,apoa5
DANN (0.115),PROVEAN (0.001),0.06,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),PROVEAN (0.001),0.159,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),PROVEAN (0.001),0.233,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),PROVEAN (0.001),0.078,30870,PCC,0.997966101694915,apoa5
LRT (0.112),PROVEAN (0.001),0.076,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),PROVEAN (0.001),0.16,30870,PCC,0.997966101694915,apoa5
MPC (0.136),PROVEAN (0.001),0.04,30870,PCC,0.997966101694915,apoa5
MVP (0.048),PROVEAN (0.001),0.295,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),PROVEAN (0.001),0.197,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),PROVEAN (0.001),0.104,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),PROVEAN (0.001),0.375,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),PROVEAN (0.001),0.397,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),PROVEAN (0.001),1,30870,PCC,1,apoa5
PolyPhen-2 (0.114),PROVEAN (0.001),0.091,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),PROVEAN (0.001),0.087,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),PROVEAN (0.001),0.192,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),PROVEAN (0.001),0.27,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),PROVEAN (0.001),0.318,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),PROVEAN (0.001),0.31,30870,PCC,0.997966101694915,apoa5
CADD (0.105),PolyPhen-2 (0.114),0.568,30870,PCC,0.997966101694915,apoa5
DANN (0.115),PolyPhen-2 (0.114),0.474,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),PolyPhen-2 (0.114),0.761,30870,PCC,1,apoa5
FATHMM (0.063),PolyPhen-2 (0.114),0.729,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),PolyPhen-2 (0.114),0.28,30870,PCC,0.997966101694915,apoa5
LRT (0.112),PolyPhen-2 (0.114),0.512,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),PolyPhen-2 (0.114),0.704,30870,PCC,0.997966101694915,apoa5
MPC (0.136),PolyPhen-2 (0.114),0.316,30870,PCC,0.997966101694915,apoa5
MVP (0.048),PolyPhen-2 (0.114),0.86,30870,PCC,1,apoa5
MetaLR (0.070),PolyPhen-2 (0.114),0.822,30870,PCC,1,apoa5
MetaSVM (0.097),PolyPhen-2 (0.114),0.634,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),PolyPhen-2 (0.114),0.906,30870,PCC,1,apoa5
MutationTaster (0.026),PolyPhen-2 (0.114),0.864,30870,PCC,1,apoa5
PROVEAN (0.001),PolyPhen-2 (0.114),0.909,30870,PCC,1,apoa5
PolyPhen-2 (0.114),PolyPhen-2 (0.114),1,30870,PCC,1,apoa5
PrimateAI (0.106),PolyPhen-2 (0.114),0.551,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),PolyPhen-2 (0.114),0.821,30870,PCC,1,apoa5
SIFT (0.056),PolyPhen-2 (0.114),0.848,30870,PCC,1,apoa5
SiPhy (0.049),PolyPhen-2 (0.114),0.826,30870,PCC,1,apoa5
VARITY (0.047),PolyPhen-2 (0.114),0.851,30870,PCC,1,apoa5
CADD (0.105),PrimateAI (0.106),0.523,30870,PCC,0.997966101694915,apoa5
DANN (0.115),PrimateAI (0.106),0.434,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),PrimateAI (0.106),0.734,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),PrimateAI (0.106),0.754,30870,PCC,1,apoa5
GenoCanyon (-0.158),PrimateAI (0.106),0.299,30870,PCC,0.997966101694915,apoa5
LRT (0.112),PrimateAI (0.106),0.45,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),PrimateAI (0.106),0.652,30870,PCC,0.997966101694915,apoa5
MPC (0.136),PrimateAI (0.106),0.215,30870,PCC,0.997966101694915,apoa5
MVP (0.048),PrimateAI (0.106),0.858,30870,PCC,1,apoa5
MetaLR (0.070),PrimateAI (0.106),0.779,30870,PCC,1,apoa5
MetaSVM (0.097),PrimateAI (0.106),0.59,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),PrimateAI (0.106),0.915,30870,PCC,1,apoa5
MutationTaster (0.026),PrimateAI (0.106),0.855,30870,PCC,1,apoa5
PROVEAN (0.001),PrimateAI (0.106),0.913,30870,PCC,1,apoa5
PolyPhen-2 (0.114),PrimateAI (0.106),0.449,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),PrimateAI (0.106),1,30870,PCC,1,apoa5
REVEL (0.070),PrimateAI (0.106),0.881,30870,PCC,1,apoa5
SIFT (0.056),PrimateAI (0.106),0.816,30870,PCC,1,apoa5
SiPhy (0.049),PrimateAI (0.106),0.873,30870,PCC,1,apoa5
VARITY (0.047),PrimateAI (0.106),0.884,30870,PCC,1,apoa5
CADD (0.105),REVEL (0.070),0.117,30870,PCC,0.997966101694915,apoa5
DANN (0.115),REVEL (0.070),0.164,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),REVEL (0.070),0.322,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),REVEL (0.070),0.523,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),REVEL (0.070),0.188,30870,PCC,0.997966101694915,apoa5
LRT (0.112),REVEL (0.070),0.204,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),REVEL (0.070),0.323,30870,PCC,0.997966101694915,apoa5
MPC (0.136),REVEL (0.070),0.038,30870,PCC,0.997966101694915,apoa5
MVP (0.048),REVEL (0.070),0.68,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),REVEL (0.070),0.477,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),REVEL (0.070),0.197,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),REVEL (0.070),0.752,30870,PCC,1,apoa5
MutationTaster (0.026),REVEL (0.070),0.693,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),REVEL (0.070),0.808,30870,PCC,1,apoa5
PolyPhen-2 (0.114),REVEL (0.070),0.179,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),REVEL (0.070),0.119,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),REVEL (0.070),1,30870,PCC,1,apoa5
SIFT (0.056),REVEL (0.070),0.613,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),REVEL (0.070),0.665,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),REVEL (0.070),0.72,30870,PCC,0.997966101694915,apoa5
CADD (0.105),SIFT (0.056),0.149,30870,PCC,0.997966101694915,apoa5
DANN (0.115),SIFT (0.056),0.054,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),SIFT (0.056),0.277,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),SIFT (0.056),0.427,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),SIFT (0.056),0.141,30870,PCC,0.997966101694915,apoa5
LRT (0.112),SIFT (0.056),0.158,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),SIFT (0.056),0.29,30870,PCC,0.997966101694915,apoa5
MPC (0.136),SIFT (0.056),0.065,30870,PCC,0.997966101694915,apoa5
MVP (0.048),SIFT (0.056),0.561,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),SIFT (0.056),0.384,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),SIFT (0.056),0.189,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),SIFT (0.056),0.609,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),SIFT (0.056),0.623,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),SIFT (0.056),0.73,30870,PCC,0.997966101694915,apoa5
PolyPhen-2 (0.114),SIFT (0.056),0.152,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),SIFT (0.056),0.184,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),SIFT (0.056),0.387,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),SIFT (0.056),1,30870,PCC,1,apoa5
SiPhy (0.049),SIFT (0.056),0.53,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),SIFT (0.056),0.564,30870,PCC,0.997966101694915,apoa5
CADD (0.105),SiPhy (0.049),0.112,30870,PCC,0.997966101694915,apoa5
DANN (0.115),SiPhy (0.049),0.098,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),SiPhy (0.049),0.238,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),SiPhy (0.049),0.396,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),SiPhy (0.049),0.151,30870,PCC,0.997966101694915,apoa5
LRT (0.112),SiPhy (0.049),0.128,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),SiPhy (0.049),0.271,30870,PCC,0.997966101694915,apoa5
MPC (0.136),SiPhy (0.049),0.052,30870,PCC,0.997966101694915,apoa5
MVP (0.048),SiPhy (0.049),0.501,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),SiPhy (0.049),0.367,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),SiPhy (0.049),0.153,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),SiPhy (0.049),0.567,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),SiPhy (0.049),0.61,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),SiPhy (0.049),0.682,30870,PCC,0.997966101694915,apoa5
PolyPhen-2 (0.114),SiPhy (0.049),0.174,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),SiPhy (0.049),0.127,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),SiPhy (0.049),0.335,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),SiPhy (0.049),0.47,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),SiPhy (0.049),1,30870,PCC,1,apoa5
VARITY (0.047),SiPhy (0.049),0.536,30870,PCC,0.997966101694915,apoa5
CADD (0.105),VARITY (0.047),0.1,30870,PCC,0.997966101694915,apoa5
DANN (0.115),VARITY (0.047),0.109,30870,PCC,0.997966101694915,apoa5
Eigen (0.083),VARITY (0.047),0.217,30870,PCC,0.997966101694915,apoa5
FATHMM (0.063),VARITY (0.047),0.369,30870,PCC,0.997966101694915,apoa5
GenoCanyon (-0.158),VARITY (0.047),0.169,30870,PCC,0.997966101694915,apoa5
LRT (0.112),VARITY (0.047),0.148,30870,PCC,0.997966101694915,apoa5
M-CAP (0.086),VARITY (0.047),0.194,30870,PCC,0.997966101694915,apoa5
MPC (0.136),VARITY (0.047),0.042,30870,PCC,0.997966101694915,apoa5
MVP (0.048),VARITY (0.047),0.483,30870,PCC,0.997966101694915,apoa5
MetaLR (0.070),VARITY (0.047),0.319,30870,PCC,0.997966101694915,apoa5
MetaSVM (0.097),VARITY (0.047),0.128,30870,PCC,0.997966101694915,apoa5
MutPred (0.031),VARITY (0.047),0.546,30870,PCC,0.997966101694915,apoa5
MutationTaster (0.026),VARITY (0.047),0.568,30870,PCC,0.997966101694915,apoa5
PROVEAN (0.001),VARITY (0.047),0.69,30870,PCC,0.997966101694915,apoa5
PolyPhen-2 (0.114),VARITY (0.047),0.149,30870,PCC,0.997966101694915,apoa5
PrimateAI (0.106),VARITY (0.047),0.116,30870,PCC,0.997966101694915,apoa5
REVEL (0.070),VARITY (0.047),0.28,30870,PCC,0.997966101694915,apoa5
SIFT (0.056),VARITY (0.047),0.436,30870,PCC,0.997966101694915,apoa5
SiPhy (0.049),VARITY (0.047),0.464,30870,PCC,0.997966101694915,apoa5
VARITY (0.047),VARITY (0.047),1,30870,PCC,1,apoa5
CADD (0.225),CADD (0.225),1,30760,PCC,1,apoc3
DANN (0.079),CADD (0.225),0.939,30760,PCC,1,apoc3
EVE (0.393),CADD (0.225),0.012,30760,PCC,0.185684210526316,apoc3
Eigen (0.177),CADD (0.225),0.913,30760,PCC,1,apoc3
FATHMM (0.310),CADD (0.225),0.208,30760,PCC,0.734414342629482,apoc3
GenoCanyon (0.140),CADD (0.225),0.76,30760,PCC,1,apoc3
LRT (0.101),CADD (0.225),0.852,30760,PCC,1,apoc3
M-CAP (0.317),CADD (0.225),0.133,30760,PCC,0.55487323943662,apoc3
MPC (0.257),CADD (0.225),0.361,30760,PCC,0.899440677966102,apoc3
MVP (0.079),CADD (0.225),0.926,30760,PCC,1,apoc3
MetaLR (0.304),CADD (0.225),0.055,30760,PCC,0.348992805755396,apoc3
MetaSVM (0.273),CADD (0.225),0.216,30760,PCC,0.750047244094488,apoc3
MutPred (0.180),CADD (0.225),0.663,30760,PCC,1,apoc3
MutationTaster (-0.031),CADD (0.225),0.887,30760,PCC,1,apoc3
PROVEAN (0.363),CADD (0.225),0.025,30760,PCC,0.234574468085106,apoc3
PolyPhen-2 (0.314),CADD (0.225),0.134,30760,PCC,0.55487323943662,apoc3
PrimateAI (0.171),CADD (0.225),0.679,30760,PCC,1,apoc3
REVEL (0.437),CADD (0.225),0,30760,PCC,0,apoc3
SIFT (0.188),CADD (0.225),0.689,30760,PCC,1,apoc3
SiPhy (0.153),CADD (0.225),0.824,30760,PCC,1,apoc3
VARITY (0.360),CADD (0.225),0.018,30760,PCC,0.21168,apoc3
CADD (0.225),DANN (0.079),0.061,30760,PCC,0.362145695364238,apoc3
DANN (0.079),DANN (0.079),1,30760,PCC,1,apoc3
EVE (0.393),DANN (0.079),0.003,30760,PCC,0.126,apoc3
Eigen (0.177),DANN (0.079),0.121,30760,PCC,0.528326732673267,apoc3
FATHMM (0.310),DANN (0.079),0.028,30760,PCC,0.24696,apoc3
GenoCanyon (0.140),DANN (0.079),0.307,30760,PCC,0.870655948553055,apoc3
LRT (0.101),DANN (0.079),0.423,30760,PCC,0.99225,apoc3
M-CAP (0.317),DANN (0.079),0.01,30760,PCC,0.18375,apoc3
MPC (0.257),DANN (0.079),0.024,30760,PCC,0.232615384615385,apoc3
MVP (0.079),DANN (0.079),0.42,30760,PCC,0.98784,apoc3
MetaLR (0.304),DANN (0.079),0.008,30760,PCC,0.17209756097561,apoc3
MetaSVM (0.273),DANN (0.079),0.023,30760,PCC,0.232615384615385,apoc3
MutPred (0.180),DANN (0.079),0.178,30760,PCC,0.670923076923077,apoc3
MutationTaster (-0.031),DANN (0.079),0.587,30760,PCC,1,apoc3
PROVEAN (0.363),DANN (0.079),0.001,30760,PCC,0.063,apoc3
PolyPhen-2 (0.314),DANN (0.079),0.008,30760,PCC,0.17209756097561,apoc3
PrimateAI (0.171),DANN (0.079),0.203,30760,PCC,0.7308,apoc3
REVEL (0.437),DANN (0.079),0.001,30760,PCC,0.063,apoc3
SIFT (0.188),DANN (0.079),0.079,30760,PCC,0.42525,apoc3
SiPhy (0.153),DANN (0.079),0.247,30760,PCC,0.792196363636364,apoc3
VARITY (0.360),DANN (0.079),0.001,30760,PCC,0.063,apoc3
CADD (0.225),EVE (0.393),0.988,30760,PCC,1,apoc3
DANN (0.079),EVE (0.393),0.997,30760,PCC,1,apoc3
EVE (0.393),EVE (0.393),1,30760,PCC,1,apoc3
Eigen (0.177),EVE (0.393),0.997,30760,PCC,1,apoc3
FATHMM (0.310),EVE (0.393),0.792,30760,PCC,1,apoc3
GenoCanyon (0.140),EVE (0.393),0.982,30760,PCC,1,apoc3
LRT (0.101),EVE (0.393),0.996,30760,PCC,1,apoc3
M-CAP (0.317),EVE (0.393),0.888,30760,PCC,1,apoc3
MPC (0.257),EVE (0.393),0.986,30760,PCC,1,apoc3
MVP (0.079),EVE (0.393),0.993,30760,PCC,1,apoc3
MetaLR (0.304),EVE (0.393),0.962,30760,PCC,1,apoc3
MetaSVM (0.273),EVE (0.393),0.99,30760,PCC,1,apoc3
MutPred (0.180),EVE (0.393),0.985,30760,PCC,1,apoc3
MutationTaster (-0.031),EVE (0.393),0.996,30760,PCC,1,apoc3
PROVEAN (0.363),EVE (0.393),0.702,30760,PCC,1,apoc3
PolyPhen-2 (0.314),EVE (0.393),0.925,30760,PCC,1,apoc3
PrimateAI (0.171),EVE (0.393),0.988,30760,PCC,1,apoc3
REVEL (0.437),EVE (0.393),0.223,30760,PCC,0.756484615384616,apoc3
SIFT (0.188),EVE (0.393),0.996,30760,PCC,1,apoc3
SiPhy (0.153),EVE (0.393),0.994,30760,PCC,1,apoc3
VARITY (0.360),EVE (0.393),0.759,30760,PCC,1,apoc3
CADD (0.225),Eigen (0.177),0.087,30760,PCC,0.44352,apoc3
DANN (0.079),Eigen (0.177),0.879,30760,PCC,1,apoc3
EVE (0.393),Eigen (0.177),0.003,30760,PCC,0.126,apoc3
Eigen (0.177),Eigen (0.177),1,30760,PCC,1,apoc3
FATHMM (0.310),Eigen (0.177),0.124,30760,PCC,0.536117647058824,apoc3
GenoCanyon (0.140),Eigen (0.177),0.631,30760,PCC,1,apoc3
LRT (0.101),Eigen (0.177),0.764,30760,PCC,1,apoc3
M-CAP (0.317),Eigen (0.177),0.035,30760,PCC,0.273185840707965,apoc3
MPC (0.257),Eigen (0.177),0.126,30760,PCC,0.542107317073171,apoc3
MVP (0.079),Eigen (0.177),0.87,30760,PCC,1,apoc3
MetaLR (0.304),Eigen (0.177),0.011,30760,PCC,0.185684210526316,apoc3
MetaSVM (0.273),Eigen (0.177),0.042,30760,PCC,0.298629921259843,apoc3
MutPred (0.180),Eigen (0.177),0.457,30760,PCC,1,apoc3
MutationTaster (-0.031),Eigen (0.177),0.836,30760,PCC,1,apoc3
PROVEAN (0.363),Eigen (0.177),0.013,30760,PCC,0.187967213114754,apoc3
PolyPhen-2 (0.314),Eigen (0.177),0.02,30760,PCC,0.2205,apoc3
PrimateAI (0.171),Eigen (0.177),0.558,30760,PCC,1,apoc3
