pred1,pred2,p_val,code,type,q_val,gene
M-CAP (-0.003),PolyPhen-2 (0.023),0.604,30780,PCC,0.567972840241012,rrbp1
MPC (-0.039),PolyPhen-2 (0.023),0.396,30780,PCC,0.567972840241012,rrbp1
MVP (-0.020),PolyPhen-2 (0.023),0.536,30780,PCC,0.567972840241012,rrbp1
MetaLR (-0.006),PolyPhen-2 (0.023),0.571,30780,PCC,0.567972840241012,rrbp1
MetaSVM (-0.015),PolyPhen-2 (0.023),0.542,30780,PCC,0.567972840241012,rrbp1
MutPred (-0.018),PolyPhen-2 (0.023),0.538,30780,PCC,0.567972840241012,rrbp1
MutationTaster (0.031),PolyPhen-2 (0.023),0.471,30780,PCC,0.567972840241012,rrbp1
PROVEAN (-0.001),PolyPhen-2 (0.023),0.657,30780,PCC,0.568258911297744,rrbp1
PolyPhen-2 (0.023),PolyPhen-2 (0.023),1,30780,PCC,0.702913407417477,rrbp1
PrimateAI (0.025),PolyPhen-2 (0.023),0.516,30780,PCC,0.567972840241012,rrbp1
REVEL (-0.001),PolyPhen-2 (0.023),0.671,30780,PCC,0.568258911297744,rrbp1
SIFT (0.009),PolyPhen-2 (0.023),0.655,30780,PCC,0.568258911297744,rrbp1
SiPhy (-0.006),PolyPhen-2 (0.023),0.656,30780,PCC,0.568258911297744,rrbp1
VARITY (-0.068),PolyPhen-2 (0.023),0.197,30780,PCC,0.567972840241012,rrbp1
CADD (-0.026),PrimateAI (0.025),0.501,30780,PCC,0.567972840241012,rrbp1
DANN (0.003),PrimateAI (0.025),0.66,30780,PCC,0.568258911297744,rrbp1
Eigen (-0.014),PrimateAI (0.025),0.587,30780,PCC,0.567972840241012,rrbp1
FATHMM (0.062),PrimateAI (0.025),0.146,30780,PCC,0.567972840241012,rrbp1
GenoCanyon (0.023),PrimateAI (0.025),0.542,30780,PCC,0.567972840241012,rrbp1
LRT (0.011),PrimateAI (0.025),0.589,30780,PCC,0.567972840241012,rrbp1
M-CAP (-0.003),PrimateAI (0.025),0.604,30780,PCC,0.567972840241012,rrbp1
MPC (-0.039),PrimateAI (0.025),0.399,30780,PCC,0.567972840241012,rrbp1
MVP (-0.020),PrimateAI (0.025),0.533,30780,PCC,0.567972840241012,rrbp1
MetaLR (-0.006),PrimateAI (0.025),0.571,30780,PCC,0.567972840241012,rrbp1
MetaSVM (-0.015),PrimateAI (0.025),0.547,30780,PCC,0.567972840241012,rrbp1
MutPred (-0.018),PrimateAI (0.025),0.551,30780,PCC,0.567972840241012,rrbp1
MutationTaster (0.031),PrimateAI (0.025),0.471,30780,PCC,0.567972840241012,rrbp1
PROVEAN (-0.001),PrimateAI (0.025),0.646,30780,PCC,0.568258911297744,rrbp1
PolyPhen-2 (0.023),PrimateAI (0.025),0.484,30780,PCC,0.567972840241012,rrbp1
PrimateAI (0.025),PrimateAI (0.025),1,30780,PCC,0.702913407417477,rrbp1
REVEL (-0.001),PrimateAI (0.025),0.67,30780,PCC,0.568258911297744,rrbp1
SIFT (0.009),PrimateAI (0.025),0.626,30780,PCC,0.568258911297744,rrbp1
SiPhy (-0.006),PrimateAI (0.025),0.637,30780,PCC,0.568258911297744,rrbp1
VARITY (-0.068),PrimateAI (0.025),0.207,30780,PCC,0.567972840241012,rrbp1
CADD (-0.026),REVEL (-0.001),0.345,30780,PCC,0.567972840241012,rrbp1
DANN (0.003),REVEL (-0.001),0.52,30780,PCC,0.567972840241012,rrbp1
Eigen (-0.014),REVEL (-0.001),0.452,30780,PCC,0.567972840241012,rrbp1
FATHMM (0.062),REVEL (-0.001),0.095,30780,PCC,0.567972840241012,rrbp1
GenoCanyon (0.023),REVEL (-0.001),0.357,30780,PCC,0.567972840241012,rrbp1
LRT (0.011),REVEL (-0.001),0.462,30780,PCC,0.567972840241012,rrbp1
M-CAP (-0.003),REVEL (-0.001),0.444,30780,PCC,0.567972840241012,rrbp1
MPC (-0.039),REVEL (-0.001),0.264,30780,PCC,0.567972840241012,rrbp1
MVP (-0.020),REVEL (-0.001),0.389,30780,PCC,0.567972840241012,rrbp1
MetaLR (-0.006),REVEL (-0.001),0.416,30780,PCC,0.567972840241012,rrbp1
MetaSVM (-0.015),REVEL (-0.001),0.407,30780,PCC,0.567972840241012,rrbp1
MutPred (-0.018),REVEL (-0.001),0.402,30780,PCC,0.567972840241012,rrbp1
MutationTaster (0.031),REVEL (-0.001),0.331,30780,PCC,0.567972840241012,rrbp1
PROVEAN (-0.001),REVEL (-0.001),0.503,30780,PCC,0.567972840241012,rrbp1
PolyPhen-2 (0.023),REVEL (-0.001),0.329,30780,PCC,0.567972840241012,rrbp1
PrimateAI (0.025),REVEL (-0.001),0.33,30780,PCC,0.567972840241012,rrbp1
REVEL (-0.001),REVEL (-0.001),1,30780,PCC,0.702913407417477,rrbp1
SIFT (0.009),REVEL (-0.001),0.482,30780,PCC,0.567972840241012,rrbp1
SiPhy (-0.006),REVEL (-0.001),0.497,30780,PCC,0.567972840241012,rrbp1
VARITY (-0.068),REVEL (-0.001),0.09,30780,PCC,0.567972840241012,rrbp1
CADD (-0.026),SIFT (0.009),0.383,30780,PCC,0.567972840241012,rrbp1
DANN (0.003),SIFT (0.009),0.545,30780,PCC,0.567972840241012,rrbp1
Eigen (-0.014),SIFT (0.009),0.484,30780,PCC,0.567972840241012,rrbp1
FATHMM (0.062),SIFT (0.009),0.097,30780,PCC,0.567972840241012,rrbp1
GenoCanyon (0.023),SIFT (0.009),0.403,30780,PCC,0.567972840241012,rrbp1
LRT (0.011),SIFT (0.009),0.468,30780,PCC,0.567972840241012,rrbp1
M-CAP (-0.003),SIFT (0.009),0.469,30780,PCC,0.567972840241012,rrbp1
MPC (-0.039),SIFT (0.009),0.283,30780,PCC,0.567972840241012,rrbp1
MVP (-0.020),SIFT (0.009),0.429,30780,PCC,0.567972840241012,rrbp1
MetaLR (-0.006),SIFT (0.009),0.439,30780,PCC,0.567972840241012,rrbp1
MetaSVM (-0.015),SIFT (0.009),0.412,30780,PCC,0.567972840241012,rrbp1
MutPred (-0.018),SIFT (0.009),0.426,30780,PCC,0.567972840241012,rrbp1
MutationTaster (0.031),SIFT (0.009),0.344,30780,PCC,0.567972840241012,rrbp1
PROVEAN (-0.001),SIFT (0.009),0.515,30780,PCC,0.567972840241012,rrbp1
PolyPhen-2 (0.023),SIFT (0.009),0.345,30780,PCC,0.567972840241012,rrbp1
PrimateAI (0.025),SIFT (0.009),0.374,30780,PCC,0.567972840241012,rrbp1
REVEL (-0.001),SIFT (0.009),0.518,30780,PCC,0.567972840241012,rrbp1
SIFT (0.009),SIFT (0.009),1,30780,PCC,0.702913407417477,rrbp1
SiPhy (-0.006),SIFT (0.009),0.507,30780,PCC,0.567972840241012,rrbp1
VARITY (-0.068),SIFT (0.009),0.092,30780,PCC,0.567972840241012,rrbp1
CADD (-0.026),SiPhy (-0.006),0.37,30780,PCC,0.567972840241012,rrbp1
DANN (0.003),SiPhy (-0.006),0.503,30780,PCC,0.567972840241012,rrbp1
Eigen (-0.014),SiPhy (-0.006),0.458,30780,PCC,0.567972840241012,rrbp1
FATHMM (0.062),SiPhy (-0.006),0.109,30780,PCC,0.567972840241012,rrbp1
GenoCanyon (0.023),SiPhy (-0.006),0.376,30780,PCC,0.567972840241012,rrbp1
LRT (0.011),SiPhy (-0.006),0.458,30780,PCC,0.567972840241012,rrbp1
M-CAP (-0.003),SiPhy (-0.006),0.481,30780,PCC,0.567972840241012,rrbp1
MPC (-0.039),SiPhy (-0.006),0.264,30780,PCC,0.567972840241012,rrbp1
MVP (-0.020),SiPhy (-0.006),0.422,30780,PCC,0.567972840241012,rrbp1
MetaLR (-0.006),SiPhy (-0.006),0.441,30780,PCC,0.567972840241012,rrbp1
MetaSVM (-0.015),SiPhy (-0.006),0.419,30780,PCC,0.567972840241012,rrbp1
MutPred (-0.018),SiPhy (-0.006),0.428,30780,PCC,0.567972840241012,rrbp1
MutationTaster (0.031),SiPhy (-0.006),0.33,30780,PCC,0.567972840241012,rrbp1
PROVEAN (-0.001),SiPhy (-0.006),0.513,30780,PCC,0.567972840241012,rrbp1
PolyPhen-2 (0.023),SiPhy (-0.006),0.344,30780,PCC,0.567972840241012,rrbp1
PrimateAI (0.025),SiPhy (-0.006),0.363,30780,PCC,0.567972840241012,rrbp1
REVEL (-0.001),SiPhy (-0.006),0.503,30780,PCC,0.567972840241012,rrbp1
SIFT (0.009),SiPhy (-0.006),0.493,30780,PCC,0.567972840241012,rrbp1
SiPhy (-0.006),SiPhy (-0.006),1,30780,PCC,0.702913407417477,rrbp1
VARITY (-0.068),SiPhy (-0.006),0.084,30780,PCC,0.567972840241012,rrbp1
CADD (-0.026),VARITY (-0.068),0.899,30780,PCC,0.678675014058254,rrbp1
DANN (0.003),VARITY (-0.068),0.924,30780,PCC,0.685155595019562,rrbp1
Eigen (-0.014),VARITY (-0.068),0.926,30780,PCC,0.685155595019562,rrbp1
FATHMM (0.062),VARITY (-0.068),0.573,30780,PCC,0.567972840241012,rrbp1
GenoCanyon (0.023),VARITY (-0.068),0.876,30780,PCC,0.674796871120778,rrbp1
LRT (0.011),VARITY (-0.068),0.881,30780,PCC,0.676794220693768,rrbp1
M-CAP (-0.003),VARITY (-0.068),0.896,30780,PCC,0.678675014058254,rrbp1
MPC (-0.039),VARITY (-0.068),0.803,30780,PCC,0.648780995581879,rrbp1
MVP (-0.020),VARITY (-0.068),0.901,30780,PCC,0.678675014058254,rrbp1
MetaLR (-0.006),VARITY (-0.068),0.87,30780,PCC,0.672788547099585,rrbp1
MetaSVM (-0.015),VARITY (-0.068),0.87,30780,PCC,0.672788547099585,rrbp1
MutPred (-0.018),VARITY (-0.068),0.854,30780,PCC,0.670712904954777,rrbp1
MutationTaster (0.031),VARITY (-0.068),0.832,30780,PCC,0.658956568981793,rrbp1
PROVEAN (-0.001),VARITY (-0.068),0.907,30780,PCC,0.678675014058254,rrbp1
PolyPhen-2 (0.023),VARITY (-0.068),0.803,30780,PCC,0.648780995581879,rrbp1
PrimateAI (0.025),VARITY (-0.068),0.793,30780,PCC,0.644405008187352,rrbp1
REVEL (-0.001),VARITY (-0.068),0.91,30780,PCC,0.678675014058254,rrbp1
SIFT (0.009),VARITY (-0.068),0.908,30780,PCC,0.678675014058254,rrbp1
SiPhy (-0.006),VARITY (-0.068),0.916,30780,PCC,0.681342519782444,rrbp1
VARITY (-0.068),VARITY (-0.068),1,30780,PCC,0.702913407417477,rrbp1
CADD (0.117),CADD (0.117),1,30760,PCC,1,scarb1
DANN (0.127),CADD (0.117),0.395,30760,PCC,0.916274611398964,scarb1
EVE (0.222),CADD (0.117),0.001,30760,PCC,0.0169615384615385,scarb1
Eigen (0.105),CADD (0.117),0.749,30760,PCC,1,scarb1
FATHMM (0.200),CADD (0.117),0.092,30760,PCC,0.349758620689655,scarb1
GenoCanyon (0.032),CADD (0.117),0.956,30760,PCC,1,scarb1
LRT (0.019),CADD (0.117),0.965,30760,PCC,1,scarb1
M-CAP (0.144),CADD (0.117),0.322,30760,PCC,0.825593023255814,scarb1
MPC (0.139),CADD (0.117),0.245,30760,PCC,0.683829113924051,scarb1
MVP (0.152),CADD (0.117),0.109,30760,PCC,0.400575,scarb1
MetaLR (0.198),CADD (0.117),0.002,30760,PCC,0.0252,scarb1
MetaSVM (0.200),CADD (0.117),0.002,30760,PCC,0.0252,scarb1
MutPred (0.181),CADD (0.117),0.101,30760,PCC,0.380692307692308,scarb1
MutationTaster (-0.042),CADD (0.117),0.917,30760,PCC,1,scarb1
PROVEAN (0.219),CADD (0.117),0,30760,PCC,0,scarb1
PolyPhen-2 (0.129),CADD (0.117),0.331,30760,PCC,0.83412,scarb1
PrimateAI (0.011),CADD (0.117),0.918,30760,PCC,1,scarb1
REVEL (0.181),CADD (0.117),0.012,30760,PCC,0.0962181818181818,scarb1
SIFT (0.151),CADD (0.117),0.211,30760,PCC,0.613941176470588,scarb1
SiPhy (0.060),CADD (0.117),0.897,30760,PCC,1,scarb1
VARITY (0.192),CADD (0.117),0.007,30760,PCC,0.0686,scarb1
CADD (0.117),DANN (0.127),0.605,30760,PCC,1,scarb1
DANN (0.127),DANN (0.127),1,30760,PCC,1,scarb1
EVE (0.222),DANN (0.127),0.022,30760,PCC,0.132904109589041,scarb1
Eigen (0.105),DANN (0.127),0.709,30760,PCC,1,scarb1
FATHMM (0.200),DANN (0.127),0.146,30760,PCC,0.487421052631579,scarb1
GenoCanyon (0.032),DANN (0.127),0.962,30760,PCC,1,scarb1
LRT (0.019),DANN (0.127),0.983,30760,PCC,1,scarb1
M-CAP (0.144),DANN (0.127),0.399,30760,PCC,0.916274611398964,scarb1
MPC (0.139),DANN (0.127),0.405,30760,PCC,0.920644329896907,scarb1
MVP (0.152),DANN (0.127),0.289,30760,PCC,0.763167664670659,scarb1
MetaLR (0.198),DANN (0.127),0.068,30760,PCC,0.2856,scarb1
MetaSVM (0.200),DANN (0.127),0.063,30760,PCC,0.26973786407767,scarb1
MutPred (0.181),DANN (0.127),0.189,30760,PCC,0.574820689655172,scarb1
MutationTaster (-0.042),DANN (0.127),0.96,30760,PCC,1,scarb1
PROVEAN (0.219),DANN (0.127),0.025,30760,PCC,0.145065789473684,scarb1
PolyPhen-2 (0.129),DANN (0.127),0.49,30760,PCC,1,scarb1
PrimateAI (0.011),DANN (0.127),0.946,30760,PCC,1,scarb1
REVEL (0.181),DANN (0.127),0.147,30760,PCC,0.487421052631579,scarb1
SIFT (0.151),DANN (0.127),0.31,30760,PCC,0.804176470588235,scarb1
SiPhy (0.060),DANN (0.127),0.911,30760,PCC,1,scarb1
VARITY (0.192),DANN (0.127),0.104,30760,PCC,0.385411764705882,scarb1
CADD (0.117),EVE (0.222),0.999,30760,PCC,1,scarb1
DANN (0.127),EVE (0.222),0.978,30760,PCC,1,scarb1
EVE (0.222),EVE (0.222),1,30760,PCC,1,scarb1
Eigen (0.105),EVE (0.222),0.999,30760,PCC,1,scarb1
FATHMM (0.200),EVE (0.222),0.623,30760,PCC,1,scarb1
GenoCanyon (0.032),EVE (0.222),1,30760,PCC,1,scarb1
LRT (0.019),EVE (0.222),1,30760,PCC,1,scarb1
M-CAP (0.144),EVE (0.222),0.946,30760,PCC,1,scarb1
MPC (0.139),EVE (0.222),0.998,30760,PCC,1,scarb1
MVP (0.152),EVE (0.222),0.977,30760,PCC,1,scarb1
MetaLR (0.198),EVE (0.222),0.824,30760,PCC,1,scarb1
MetaSVM (0.200),EVE (0.222),0.779,30760,PCC,1,scarb1
MutPred (0.181),EVE (0.222),0.812,30760,PCC,1,scarb1
MutationTaster (-0.042),EVE (0.222),0.999,30760,PCC,1,scarb1
PROVEAN (0.219),EVE (0.222),0.528,30760,PCC,1,scarb1
PolyPhen-2 (0.129),EVE (0.222),0.995,30760,PCC,1,scarb1
PrimateAI (0.011),EVE (0.222),0.995,30760,PCC,1,scarb1
REVEL (0.181),EVE (0.222),0.921,30760,PCC,1,scarb1
SIFT (0.151),EVE (0.222),0.942,30760,PCC,1,scarb1
SiPhy (0.060),EVE (0.222),0.999,30760,PCC,1,scarb1
VARITY (0.192),EVE (0.222),0.888,30760,PCC,1,scarb1
CADD (0.117),Eigen (0.105),0.251,30760,PCC,0.69181875,scarb1
DANN (0.127),Eigen (0.105),0.291,30760,PCC,0.763875,scarb1
EVE (0.222),Eigen (0.105),0.001,30760,PCC,0.0169615384615385,scarb1
Eigen (0.105),Eigen (0.105),1,30760,PCC,1,scarb1
FATHMM (0.200),Eigen (0.105),0.051,30760,PCC,0.2480625,scarb1
GenoCanyon (0.032),Eigen (0.105),0.918,30760,PCC,1,scarb1
LRT (0.019),Eigen (0.105),0.938,30760,PCC,1,scarb1
M-CAP (0.144),Eigen (0.105),0.269,30760,PCC,0.72778527607362,scarb1
MPC (0.139),Eigen (0.105),0.139,30760,PCC,0.474923076923077,scarb1
MVP (0.152),Eigen (0.105),0.011,30760,PCC,0.0898333333333333,scarb1
MetaLR (0.198),Eigen (0.105),0,30760,PCC,0,scarb1
MetaSVM (0.200),Eigen (0.105),0,30760,PCC,0,scarb1
MutPred (0.181),Eigen (0.105),0.057,30760,PCC,0.25578,scarb1
MutationTaster (-0.042),Eigen (0.105),0.877,30760,PCC,1,scarb1
PROVEAN (0.219),Eigen (0.105),0,30760,PCC,0,scarb1
PolyPhen-2 (0.129),Eigen (0.105),0.17,30760,PCC,0.539352517985611,scarb1
PrimateAI (0.011),Eigen (0.105),0.885,30760,PCC,1,scarb1
REVEL (0.181),Eigen (0.105),0.002,30760,PCC,0.0252,scarb1
SIFT (0.151),Eigen (0.105),0.134,30760,PCC,0.461671875,scarb1
SiPhy (0.060),Eigen (0.105),0.876,30760,PCC,1,scarb1
VARITY (0.192),Eigen (0.105),0.004,30760,PCC,0.0476756756756757,scarb1
CADD (0.117),FATHMM (0.200),0.908,30760,PCC,1,scarb1
DANN (0.127),FATHMM (0.200),0.854,30760,PCC,1,scarb1
EVE (0.222),FATHMM (0.200),0.377,30760,PCC,0.903570652173913,scarb1
Eigen (0.105),FATHMM (0.200),0.949,30760,PCC,1,scarb1
FATHMM (0.200),FATHMM (0.200),1,30760,PCC,1,scarb1
GenoCanyon (0.032),FATHMM (0.200),0.995,30760,PCC,1,scarb1
LRT (0.019),FATHMM (0.200),0.996,30760,PCC,1,scarb1
M-CAP (0.144),FATHMM (0.200),0.787,30760,PCC,1,scarb1
MPC (0.139),FATHMM (0.200),0.831,30760,PCC,1,scarb1
MVP (0.152),FATHMM (0.200),0.796,30760,PCC,1,scarb1
MetaLR (0.198),FATHMM (0.200),0.555,30760,PCC,1,scarb1
MetaSVM (0.200),FATHMM (0.200),0.528,30760,PCC,1,scarb1
MutPred (0.181),FATHMM (0.200),0.642,30760,PCC,1,scarb1
MutationTaster (-0.042),FATHMM (0.200),0.986,30760,PCC,1,scarb1
PROVEAN (0.219),FATHMM (0.200),0.385,30760,PCC,0.907941176470588,scarb1
PolyPhen-2 (0.129),FATHMM (0.200),0.837,30760,PCC,1,scarb1
PrimateAI (0.011),FATHMM (0.200),0.981,30760,PCC,1,scarb1
REVEL (0.181),FATHMM (0.200),0.667,30760,PCC,1,scarb1
SIFT (0.151),FATHMM (0.200),0.769,30760,PCC,1,scarb1
SiPhy (0.060),FATHMM (0.200),0.989,30760,PCC,1,scarb1
VARITY (0.192),FATHMM (0.200),0.565,30760,PCC,1,scarb1
CADD (0.117),GenoCanyon (0.032),0.044,30760,PCC,0.231,scarb1
DANN (0.127),GenoCanyon (0.032),0.038,30760,PCC,0.204365853658537,scarb1
EVE (0.222),GenoCanyon (0.032),0,30760,PCC,0,scarb1
Eigen (0.105),GenoCanyon (0.032),0.082,30760,PCC,0.322875,scarb1
FATHMM (0.200),GenoCanyon (0.032),0.005,30760,PCC,0.0537804878048781,scarb1
GenoCanyon (0.032),GenoCanyon (0.032),1,30760,PCC,1,scarb1
LRT (0.019),GenoCanyon (0.032),0.554,30760,PCC,1,scarb1
M-CAP (0.144),GenoCanyon (0.032),0.054,30760,PCC,0.2480625,scarb1
MPC (0.139),GenoCanyon (0.032),0.022,30760,PCC,0.132904109589041,scarb1
MVP (0.152),GenoCanyon (0.032),0.01,30760,PCC,0.0864705882352941,scarb1
MetaLR (0.198),GenoCanyon (0.032),0,30760,PCC,0,scarb1
MetaSVM (0.200),GenoCanyon (0.032),0,30760,PCC,0,scarb1
MutPred (0.181),GenoCanyon (0.032),0.002,30760,PCC,0.0252,scarb1
MutationTaster (-0.042),GenoCanyon (0.032),0.472,30760,PCC,1,scarb1
PROVEAN (0.219),GenoCanyon (0.032),0,30760,PCC,0,scarb1
PolyPhen-2 (0.129),GenoCanyon (0.032),0.027,30760,PCC,0.154636363636364,scarb1
PrimateAI (0.011),GenoCanyon (0.032),0.486,30760,PCC,1,scarb1
REVEL (0.181),GenoCanyon (0.032),0,30760,PCC,0,scarb1
SIFT (0.151),GenoCanyon (0.032),0.03,30760,PCC,0.16746835443038,scarb1
SiPhy (0.060),GenoCanyon (0.032),0.329,30760,PCC,0.83412,scarb1
VARITY (0.192),GenoCanyon (0.032),0,30760,PCC,0,scarb1
CADD (0.117),LRT (0.019),0.035,30760,PCC,0.190555555555556,scarb1
DANN (0.127),LRT (0.019),0.017,30760,PCC,0.12495,scarb1
EVE (0.222),LRT (0.019),0,30760,PCC,0,scarb1
Eigen (0.105),LRT (0.019),0.062,30760,PCC,0.268058823529412,scarb1
FATHMM (0.200),LRT (0.019),0.004,30760,PCC,0.0476756756756757,scarb1
GenoCanyon (0.032),LRT (0.019),0.446,30760,PCC,0.978537313432836,scarb1
LRT (0.019),LRT (0.019),1,30760,PCC,1,scarb1
M-CAP (0.144),LRT (0.019),0.051,30760,PCC,0.2480625,scarb1
MPC (0.139),LRT (0.019),0.021,30760,PCC,0.132904109589041,scarb1
MVP (0.152),LRT (0.019),0.008,30760,PCC,0.075063829787234,scarb1
MetaLR (0.198),LRT (0.019),0,30760,PCC,0,scarb1
MetaSVM (0.200),LRT (0.019),0,30760,PCC,0,scarb1
MutPred (0.181),LRT (0.019),0.001,30760,PCC,0.0169615384615385,scarb1
MutationTaster (-0.042),LRT (0.019),0.398,30760,PCC,0.916274611398964,scarb1
PROVEAN (0.219),LRT (0.019),0,30760,PCC,0,scarb1
PolyPhen-2 (0.129),LRT (0.019),0.02,30760,PCC,0.132904109589041,scarb1
PrimateAI (0.011),LRT (0.019),0.437,30760,PCC,0.978258883248731,scarb1
REVEL (0.181),LRT (0.019),0.001,30760,PCC,0.0169615384615385,scarb1
SIFT (0.151),LRT (0.019),0.013,30760,PCC,0.100578947368421,scarb1
SiPhy (0.060),LRT (0.019),0.236,30760,PCC,0.662904458598726,scarb1
VARITY (0.192),LRT (0.019),0.001,30760,PCC,0.0169615384615385,scarb1
CADD (0.117),M-CAP (0.144),0.678,30760,PCC,1,scarb1
DANN (0.127),M-CAP (0.144),0.601,30760,PCC,1,scarb1
EVE (0.222),M-CAP (0.144),0.054,30760,PCC,0.2480625,scarb1
Eigen (0.105),M-CAP (0.144),0.731,30760,PCC,1,scarb1
FATHMM (0.200),M-CAP (0.144),0.213,30760,PCC,0.613941176470588,scarb1
GenoCanyon (0.032),M-CAP (0.144),0.946,30760,PCC,1,scarb1
LRT (0.019),M-CAP (0.144),0.949,30760,PCC,1,scarb1
M-CAP (0.144),M-CAP (0.144),1,30760,PCC,1,scarb1
MPC (0.139),M-CAP (0.144),0.558,30760,PCC,1,scarb1
MVP (0.152),M-CAP (0.144),0.441,30760,PCC,0.978537313432836,scarb1
MetaLR (0.198),M-CAP (0.144),0.172,30760,PCC,0.5418,scarb1
MetaSVM (0.200),M-CAP (0.144),0.178,30760,PCC,0.552802816901408,scarb1
MutPred (0.181),M-CAP (0.144),0.274,30760,PCC,0.736792682926829,scarb1
MutationTaster (-0.042),M-CAP (0.144),0.926,30760,PCC,1,scarb1
PROVEAN (0.219),M-CAP (0.144),0.117,30760,PCC,0.416104838709677,scarb1
PolyPhen-2 (0.129),M-CAP (0.144),0.603,30760,PCC,1,scarb1
PrimateAI (0.011),M-CAP (0.144),0.923,30760,PCC,1,scarb1
REVEL (0.181),M-CAP (0.144),0.259,30760,PCC,0.705055555555556,scarb1
SIFT (0.151),M-CAP (0.144),0.46,30760,PCC,0.999310344827586,scarb1
SiPhy (0.060),M-CAP (0.144),0.877,30760,PCC,1,scarb1
VARITY (0.192),M-CAP (0.144),0.155,30760,PCC,0.506333333333333,scarb1
CADD (0.117),MPC (0.139),0.755,30760,PCC,1,scarb1
DANN (0.127),MPC (0.139),0.595,30760,PCC,1,scarb1
EVE (0.222),MPC (0.139),0.002,30760,PCC,0.0252,scarb1
Eigen (0.105),MPC (0.139),0.861,30760,PCC,1,scarb1
FATHMM (0.200),MPC (0.139),0.169,30760,PCC,0.539352517985611,scarb1
GenoCanyon (0.032),MPC (0.139),0.978,30760,PCC,1,scarb1
LRT (0.019),MPC (0.139),0.979,30760,PCC,1,scarb1
M-CAP (0.144),MPC (0.139),0.442,30760,PCC,0.978537313432836,scarb1
MPC (0.139),MPC (0.139),1,30760,PCC,1,scarb1
MVP (0.152),MPC (0.139),0.342,30760,PCC,0.842581005586592,scarb1
MetaLR (0.198),MPC (0.139),0.022,30760,PCC,0.132904109589041,scarb1
MetaSVM (0.200),MPC (0.139),0.022,30760,PCC,0.132904109589041,scarb1
MutPred (0.181),MPC (0.139),0.206,30760,PCC,0.60564,scarb1
MutationTaster (-0.042),MPC (0.139),0.95,30760,PCC,1,scarb1
PROVEAN (0.219),MPC (0.139),0.02,30760,PCC,0.132904109589041,scarb1
PolyPhen-2 (0.129),MPC (0.139),0.647,30760,PCC,1,scarb1
PrimateAI (0.011),MPC (0.139),0.946,30760,PCC,1,scarb1
REVEL (0.181),MPC (0.139),0.084,30760,PCC,0.324947368421053,scarb1
SIFT (0.151),MPC (0.139),0.401,30760,PCC,0.916274611398964,scarb1
SiPhy (0.060),MPC (0.139),0.939,30760,PCC,1,scarb1
VARITY (0.192),MPC (0.139),0.019,30760,PCC,0.130921875,scarb1
CADD (0.117),MVP (0.152),0.891,30760,PCC,1,scarb1
DANN (0.127),MVP (0.152),0.711,30760,PCC,1,scarb1
EVE (0.222),MVP (0.152),0.023,30760,PCC,0.137067567567568,scarb1
Eigen (0.105),MVP (0.152),0.989,30760,PCC,1,scarb1
FATHMM (0.200),MVP (0.152),0.204,30760,PCC,0.60564,scarb1
GenoCanyon (0.032),MVP (0.152),0.99,30760,PCC,1,scarb1
LRT (0.019),MVP (0.152),0.992,30760,PCC,1,scarb1
M-CAP (0.144),MVP (0.152),0.559,30760,PCC,1,scarb1
MPC (0.139),MVP (0.152),0.658,30760,PCC,1,scarb1
MVP (0.152),MVP (0.152),1,30760,PCC,1,scarb1
MetaLR (0.198),MVP (0.152),0.047,30760,PCC,0.243847058823529,scarb1
MetaSVM (0.200),MVP (0.152),0.058,30760,PCC,0.25578,scarb1
MutPred (0.181),MVP (0.152),0.286,30760,PCC,0.759795180722892,scarb1
MutationTaster (-0.042),MVP (0.152),0.979,30760,PCC,1,scarb1
PROVEAN (0.219),MVP (0.152),0.011,30760,PCC,0.0898333333333333,scarb1
PolyPhen-2 (0.129),MVP (0.152),0.75,30760,PCC,1,scarb1
PrimateAI (0.011),MVP (0.152),0.967,30760,PCC,1,scarb1
REVEL (0.181),MVP (0.152),0.197,30760,PCC,0.591,scarb1
SIFT (0.151),MVP (0.152),0.516,30760,PCC,1,scarb1
SiPhy (0.060),MVP (0.152),0.979,30760,PCC,1,scarb1
VARITY (0.192),MVP (0.152),0.153,30760,PCC,0.503529850746269,scarb1
CADD (0.117),MetaLR (0.198),0.998,30760,PCC,1,scarb1
DANN (0.127),MetaLR (0.198),0.932,30760,PCC,1,scarb1
EVE (0.222),MetaLR (0.198),0.176,30760,PCC,0.550468085106383,scarb1
Eigen (0.105),MetaLR (0.198),1,30760,PCC,1,scarb1
FATHMM (0.200),MetaLR (0.198),0.445,30760,PCC,0.978537313432836,scarb1
GenoCanyon (0.032),MetaLR (0.198),1,30760,PCC,1,scarb1
LRT (0.019),MetaLR (0.198),1,30760,PCC,1,scarb1
M-CAP (0.144),MetaLR (0.198),0.828,30760,PCC,1,scarb1
MPC (0.139),MetaLR (0.198),0.978,30760,PCC,1,scarb1
MVP (0.152),MetaLR (0.198),0.953,30760,PCC,1,scarb1
MetaLR (0.198),MetaLR (0.198),1,30760,PCC,1,scarb1
MetaSVM (0.200),MetaLR (0.198),0.401,30760,PCC,0.916274611398964,scarb1
MutPred (0.181),MetaLR (0.198),0.637,30760,PCC,1,scarb1
MutationTaster (-0.042),MetaLR (0.198),0.998,30760,PCC,1,scarb1
PROVEAN (0.219),MetaLR (0.198),0.221,30760,PCC,0.62878064516129,scarb1
